17961_locus	17978_locus	pident	length	mismatch	gapopen	qstart	qend	sstart	send	evalue	bitscore
I5593_10000	ACX60_09815	99.387	489	3	0	1	489	1	489	0.0	1008
I5593_10005	ACX60_09820	100.000	144	0	0	1	144	1	144	2.12e-107	298
I5593_10010	ACX60_09825	99.566	1153	5	0	1	1153	1	1153	0.0	2365
I5593_10015	ACX60_09830	99.153	118	1	0	1	118	1	118	3.19e-83	235
I5593_10020	ACX60_09835	99.032	310	3	0	1	310	4	313	0.0	637
I5593_10025	ACX60_09840	98.842	259	3	0	2	260	1	259	0.0	526
I5593_10030	ACX60_09845	99.405	168	1	0	1	168	1	168	2.25e-123	341
I5593_10035	ACX60_09850	98.643	221	3	0	1	221	1	221	5.04e-163	446
I5593_10040	ACX60_09855	100.000	88	0	0	1	88	1	88	3.99e-59	172
I5593_10045	ACX60_09860	100.000	244	0	0	1	244	1	244	0.0	506
I5593_10050	ACX60_09865	99.298	285	2	0	1	285	1	285	0.0	587
I5593_10055	ACX60_09870	100.000	122	0	0	1	122	1	122	2.75e-90	254
I5593_10060	ACX60_09875	98.630	219	3	0	1	219	1	219	3.38e-165	451
I5593_10065	ACX60_09880	99.826	576	1	0	1	576	1	576	0.0	1172
I5593_10070	ACX60_09885	99.474	380	2	0	1	380	1	380	0.0	755
I5593_10075	ACX60_09890	99.679	312	1	0	1	312	1	312	0.0	617
I5593_10080	ACX60_09895	99.403	670	4	0	8	677	1	670	0.0	1384
I5593_10085	ACX60_09900	99.505	606	3	0	2	607	1	606	0.0	1255
I5593_10090	ACX60_09905	96.465	594	21	0	3	596	1	594	0.0	1192
I5593_10100	ACX60_09910	62.652	905	316	7	1	889	1	899	0.0	1164
I5593_10105	ACX60_09915	100.000	238	0	0	1	238	1	238	6.88e-170	464
I5593_10110	ACX60_09920	99.317	293	2	0	1	293	1	293	0.0	591
I5593_10115	ACX60_09925	98.571	140	2	0	1	140	1	140	5.58e-100	280
I5593_10120	ACX60_09930	98.540	137	2	0	1	137	1	137	2.87e-96	270
I5593_10125	ACX60_09935	90.909	44	4	0	1	44	1	44	2.86e-24	84.7
I5593_10130	ACX60_09940	100.000	721	0	0	1	721	1	721	0.0	1488
I5593_10135	ACX60_10205	100.000	380	0	0	1	380	1	380	0.0	797
I5593_10140	ACX60_10210	99.692	325	1	0	1	325	15	339	0.0	670
I5593_10145	ACX60_10215	99.402	502	3	0	14	515	1	502	0.0	1043
I5593_10150	ACX60_10220	99.670	303	1	0	1	303	1	303	0.0	597
I5593_10155	ACX60_10225	99.569	232	1	0	1	232	1	232	2.97e-173	472
I5593_10160	ACX60_10230	100.000	121	0	0	1	121	1	121	5.89e-85	240
I5593_10165	ACX60_10235	100.000	100	0	0	1	100	1	100	7.79e-71	202
I5593_10170	ACX60_10240	100.000	557	0	0	1	557	1	557	0.0	1112
I5593_10175	ACX60_10245	100.000	228	0	0	1	228	1	228	6.14e-171	466
I5593_10180	ACX60_10250	100.000	147	0	0	1	147	1	147	3.70e-107	298
I5593_10185	ACX60_10255	100.000	167	0	0	1	167	1	167	6.48e-127	350
I5593_10190	ACX60_10260	99.732	373	1	0	2	374	1	373	0.0	768
I5593_10195	ACX60_10265	98.734	237	3	0	1	237	1	237	4.30e-177	483
I5593_10200	ACX60_10270	100.000	198	0	0	1	198	1	198	1.53e-151	415
I5593_10205	ACX60_10275	97.492	319	8	0	1	319	1	319	0.0	639
I5593_10210	ACX60_10280	98.712	233	3	0	1	233	1	233	9.93e-173	471
I5593_10215	ACX60_10285	98.413	126	2	0	1	126	1	126	1.07e-89	253
I5593_10220	ACX60_10290	99.457	184	1	0	1	184	1	184	1.31e-136	376
I5593_10225	ACX60_10295	100.000	202	0	0	1	202	1	202	3.14e-150	412
I5593_10230	ACX60_10300	100.000	257	0	0	1	257	1	257	0.0	535
I5593_10235	ACX60_10305	99.115	113	1	0	1	113	1	113	2.01e-80	228
I5593_10240	ACX60_10310	99.693	326	1	0	1	326	1	326	0.0	673
I5593_10245	ACX60_10315	98.024	253	5	0	1	253	1	253	0.0	511
I5593_10250	ACX60_10320	98.810	336	4	0	1	336	1	336	0.0	683
I5593_10255	ACX60_10325	99.652	575	2	0	1	575	1	575	0.0	1173
I5593_10260	ACX60_10330	99.296	142	1	0	1	142	1	142	2.95e-104	290
I5593_10265	ACX60_10335	100.000	211	0	0	1	211	1	211	1.52e-156	428
I5593_10270	ACX60_10340	99.661	295	1	0	1	295	1	295	0.0	589
I5593_10275	ACX60_10345	99.615	260	1	0	1	260	1	260	0.0	520
I5593_10280	ACX60_10350	100.000	210	0	0	1	210	1	210	4.97e-156	427
I5593_10285	ACX60_10355	100.000	229	0	0	1	229	1	229	7.10e-169	461
I5593_10290	ACX60_10360	99.407	337	2	0	1	337	1	337	0.0	693
I5593_10295	ACX60_10365	97.420	814	18	2	1	813	1	812	0.0	1636
I5593_10300	ACX60_10370	100.000	436	0	0	1	436	1	436	0.0	893
I5593_10305	ACX60_10375	100.000	345	0	0	1	345	1	345	0.0	717
I5593_10310	ACX60_10380	98.750	80	1	0	1	80	1	80	1.11e-52	155
I5593_10315	ACX60_10385	99.747	395	1	0	1	395	1	395	0.0	784
I5593_10320	ACX60_10390	100.000	127	0	0	1	127	1	127	4.07e-95	266
I5593_10325	ACX60_10395	98.985	197	2	0	1	197	1	197	3.29e-148	406
I5593_10330	ACX60_10400	98.708	387	5	0	1	387	1	387	0.0	785
I5593_10335	ACX60_10405	100.000	188	0	0	1	188	1	188	3.77e-141	387
I5593_10340	ACX60_10410	100.000	102	0	0	1	102	1	102	2.96e-73	209
I5593_10345	ACX60_10415	100.000	400	0	0	1	400	1	400	0.0	778
I5593_10350	ACX60_10420	99.558	226	1	0	1	226	1	226	9.95e-163	445
I5593_10355	ACX60_10425	99.438	178	1	0	1	178	1	178	2.20e-126	349
I5593_10360	ACX60_10430	99.837	615	1	0	1	615	1	615	0.0	1253
I5593_10365	ACX60_10435	100.000	146	0	0	1	146	1	146	3.30e-109	303
I5593_10370	ACX60_10440	97.654	341	8	0	1	341	1	341	0.0	691
I5593_10375	ACX60_10445	100.000	124	0	0	1	124	1	124	8.60e-89	250
I5593_10380	ACX60_10450	97.414	232	6	0	4	235	1	232	2.09e-174	475
I5593_10385	ACX60_10455	99.798	496	1	0	1	496	1	496	0.0	987
I5593_10390	ACX60_10460	99.383	162	1	0	1	162	1	162	5.55e-119	329
I5593_10395	ACX60_10465	99.680	1250	4	0	1	1250	1	1250	0.0	2586
I5593_10400	ACX60_10470	98.089	157	3	0	1	157	1	157	3.34e-113	314
I5593_10405	ACX60_10475	98.892	361	4	0	1	361	1	361	0.0	740
I5593_10410	ACX60_10480	100.000	76	0	0	1	76	1	76	3.33e-54	159
I5593_10415	ACX60_10485	98.790	248	3	0	1	248	1	248	0.0	507
I5593_10420	ACX60_10490	100.000	196	0	0	1	196	1	196	1.39e-149	409
I5593_10425	ACX60_10495	99.490	196	1	0	1	196	1	196	3.29e-142	391
I5593_10430	ACX60_10500	99.259	135	1	0	1	135	1	135	9.43e-100	278
I5593_10435	ACX60_10505	100.000	662	0	0	1	662	1	662	0.0	1372
I5593_10440	ACX60_10510	100.000	388	0	0	1	388	1	388	0.0	801
I5593_10445	ACX60_10515	100.000	82	0	0	1	82	1	82	4.96e-59	171
I5593_10450	ACX60_10520	95.082	61	3	0	1	61	1	61	9.99e-39	119
I5593_10455	ACX60_10525	100.000	186	0	0	1	186	1	186	3.19e-137	377
I5593_10460	ACX60_10530	98.540	274	4	0	1	274	1	274	0.0	560
I5593_10465	ACX60_10535	97.790	181	4	0	1	181	1	181	2.40e-136	375
I5593_10470	ACX60_10540	99.492	197	1	0	1	197	1	197	9.06e-146	400
I5593_10475	ACX60_10545	100.000	181	0	0	1	181	1	181	2.31e-133	367
I5593_10480	ACX60_10550	98.765	486	6	0	1	486	1	486	0.0	985
I5593_10485	ACX60_10555	98.864	352	4	0	1	352	11	362	0.0	731
I5593_10490	ACX60_10560	99.696	329	1	0	1	329	1	329	0.0	687
I5593_10495	ACX60_10565	98.571	70	1	0	1	70	1	70	2.39e-47	141
I5593_10500	ACX60_10570	100.000	116	0	0	1	116	1	116	2.88e-82	233
I5593_10505	ACX60_10575	99.438	178	1	0	1	178	1	178	5.11e-127	351
I5593_10510	ACX60_10580	98.780	246	3	0	1	246	1	246	0.0	497
I5593_10515	ACX60_10585	98.343	845	14	0	1	845	1	845	0.0	1723
I5593_10520	ACX60_10590	99.410	339	2	0	1	339	1	339	0.0	679
I5593_10525	ACX60_10595	100.000	59	0	0	1	59	1	59	7.57e-36	111
I5593_10530	ACX60_10600	99.293	283	2	0	1	283	1	283	0.0	579
I5593_10535	ACX60_10605	98.689	305	4	0	1	305	5	309	0.0	595
I5593_10540	ACX60_10610	99.351	154	1	0	1	154	1	154	1.90e-111	310
I5593_10545	ACX60_10615	99.151	471	4	0	1	471	1	471	0.0	938
I5593_10550	ACX60_10620	99.310	145	1	0	1	145	1	145	1.30e-104	291
I5593_10555	ACX60_10625	99.666	299	1	0	1	299	1	299	0.0	605
I5593_10560	ACX60_10630	97.317	410	11	0	1	410	1	410	0.0	808
I5593_10575	ACX60_10645	97.849	186	4	0	1	186	1	186	1.03e-133	369
I5593_10580	ACX60_10650	99.448	181	1	0	1	181	1	181	1.02e-132	365
I5593_10585	ACX60_10655	99.598	249	1	0	1	249	1	249	0.0	506
I5593_10590	ACX60_10660	100.000	156	0	0	1	156	1	156	1.52e-111	310
I5593_10595	ACX60_10665	97.489	438	11	0	1	438	6	443	0.0	877
I5593_10600	ACX60_10670	100.000	247	0	0	1	247	1	247	0.0	510
I5593_10605	ACX60_10675	100.000	225	0	0	1	225	1	225	3.95e-165	451
I5593_10610	ACX60_10680	99.643	280	1	0	1	280	1	280	0.0	567
I5593_10615	ACX60_10685	100.000	297	0	0	1	297	1	297	0.0	612
I5593_10620	ACX60_10690	100.000	254	0	0	1	254	1	254	0.0	523
I5593_10625	ACX60_10695	99.256	403	3	0	9	411	1	403	0.0	821
I5593_10630	ACX60_10700	99.017	407	4	0	1	407	1	407	0.0	832
I5593_10635	ACX60_10705	98.936	470	5	0	1	470	1	470	0.0	975
I5593_10640	ACX60_10710	96.377	276	10	0	1	276	1	276	0.0	541
I5593_10645	ACX60_10715	96.751	277	9	0	1	277	1	277	0.0	550
I5593_10650	ACX60_10720	98.596	356	5	0	3	358	1	356	0.0	713
I5593_10655	ACX60_10725	99.543	219	1	0	1	219	1	219	2.81e-157	431
I5593_10660	ACX60_10730	100.000	363	0	0	1	363	1	363	0.0	735
I5593_10665	ACX60_10735	98.844	173	2	0	1	173	1	173	2.91e-125	346
I5593_10670	ACX60_10740	98.261	230	4	0	6	235	1	230	2.24e-168	460
I5593_10675	ACX60_10745	97.297	111	3	0	1	111	1	111	1.67e-74	213
I5593_10680	ACX60_10750	100.000	156	0	0	1	156	1	156	2.85e-116	322
I5593_10685	ACX60_10755	99.582	239	1	0	1	239	7	245	1.28e-171	469
I5593_10690	ACX60_10760	100.000	113	0	0	1	113	1	113	5.64e-77	219
I5593_10695	ACX60_10765	97.674	129	3	0	1	129	1	129	9.49e-93	260
I5593_10700	ACX60_10770	100.000	402	0	0	4	405	1	402	0.0	832
I5593_10705	ACX60_10775	99.887	887	1	0	1	887	1	887	0.0	1833
I5593_10710	ACX60_10780	100.000	389	0	0	1	389	1	389	0.0	810
I5593_10715	ACX60_10785	96.190	210	8	0	1	210	1	210	6.45e-143	394
I5593_10720	ACX60_10790	98.221	281	5	0	1	281	1	281	0.0	577
I5593_10725	ACX60_10795	100.000	161	0	0	1	161	1	161	5.73e-120	332
I5593_10730	ACX60_10800	100.000	139	0	0	1	139	1	139	3.36e-106	295
I5593_10735	ACX60_10805	99.790	476	1	0	1	476	1	476	0.0	985
I5593_10740	ACX60_10810	99.540	435	2	0	1	435	1	435	0.0	867
I5593_10745	ACX60_10815	100.000	355	0	0	1	355	1	355	0.0	725
I5593_10750	ACX60_10820	99.916	1187	1	0	1	1187	1	1187	0.0	2461
I5593_10755	ACX60_10825	99.283	279	2	0	1	279	1	279	0.0	571
I5593_10760	ACX60_10830	100.000	271	0	0	1	271	1	271	0.0	561
I5593_10765	ACX60_10835	100.000	313	0	0	1	313	1	313	0.0	643
I5593_10770	ACX60_10840	99.701	668	2	0	1	668	1	668	0.0	1385
I5593_10775	ACX60_12220	100.000	521	0	0	1	521	1	521	0.0	1067
I5593_10780	ACX60_10850	100.000	173	0	0	1	173	1	173	1.45e-121	337
I5593_10785	ACX60_10855	98.925	186	2	0	1	186	1	186	3.15e-131	362
I5593_10790	ACX60_10860	99.667	300	1	0	1	300	1	300	0.0	611
I5593_10800	ACX60_10870	97.248	109	3	0	1	109	1	109	3.37e-77	219
I5593_10805	ACX60_10875	95.070	142	7	0	1	142	1	142	3.83e-100	280
I5593_10810	ACX60_10880	98.113	53	1	0	1	53	1	53	2.23e-30	97.4
I5593_10815	ACX60_10885	99.038	624	6	0	1	624	1	624	0.0	1281
I5593_10820	ACX60_10890	99.561	228	1	0	1	228	1	228	6.70e-177	481
I5593_10825	ACX60_10895	99.662	296	1	0	1	296	1	296	0.0	613
I5593_10830	ACX60_10900	96.327	245	9	0	5	249	1	245	3.19e-179	489
I5593_10835	ACX60_10905	97.955	489	10	0	1	489	1	489	0.0	956
I5593_10840	ACX60_10910	97.951	244	5	0	1	244	1	244	2.13e-180	491
I5593_10845	ACX60_10915	99.659	293	1	0	1	293	1	293	0.0	603
I5593_10850	ACX60_10920	98.616	289	4	0	1	289	1	289	0.0	562
I5593_10855	ACX60_10925	98.864	264	3	0	1	264	1	264	0.0	529
I5593_10860	ACX60_10930	99.412	340	2	0	7	346	1	340	0.0	684
I5593_10870	ACX60_10940	98.975	488	5	0	1	488	1	488	0.0	973
I5593_10875	ACX60_10945	98.920	463	5	0	1	463	1	463	0.0	953
I5593_10880	ACX60_10950	98.144	431	8	0	1	431	1	431	0.0	870
I5593_10885	ACX60_10955	97.059	272	8	0	1	272	1	272	0.0	534
I5593_10890	ACX60_10960	99.584	481	2	0	1	481	1	481	0.0	980
I5593_10895	ACX60_10965	100.000	334	0	0	1	334	1	334	0.0	667
I5593_10900	ACX60_10970	100.000	44	0	0	1	44	1	44	9.81e-26	85.1
I5593_10905	ACX60_10975	99.153	472	4	0	1	472	1	472	0.0	964
I5593_10910	ACX60_10980	100.000	305	0	0	1	305	1	305	0.0	617
I5593_10915	ACX60_10985	100.000	254	0	0	1	254	1	254	6.47e-180	491
I5593_10920	ACX60_10990	99.275	138	1	0	1	138	1	138	7.10e-97	271
I5593_10925	ACX60_10995	97.436	312	8	0	1	312	1	312	0.0	624
I5593_10930	ACX60_11000	99.500	200	1	0	3	202	1	200	1.08e-148	408
I5593_10935	ACX60_11005	95.636	275	12	0	1	275	1	275	0.0	540
I5593_10940	ACX60_11010	96.466	283	10	0	1	283	1	283	0.0	552
I5593_10945	ACX60_11015	96.970	99	3	0	1	99	1	99	1.20e-68	197
I5593_10950	ACX60_11020	96.897	290	9	0	1	290	1	290	0.0	571
I5593_10955	ACX60_11025	98.927	559	6	0	1	559	1	559	0.0	1142
I5593_10960	ACX60_11030	99.342	304	2	0	1	304	1	304	0.0	626
I5593_10965	ACX60_11035	92.411	224	17	0	1	224	1	224	1.14e-158	435
I5593_10970	ACX60_11040	97.201	393	11	0	1	393	1	393	0.0	762
I5593_10975	ACX60_11045	98.985	197	2	0	1	197	1	197	4.63e-147	403
I5593_10980	ACX60_11050	97.630	211	5	0	1	211	1	211	1.12e-157	431
I5593_10985	ACX60_11055	98.589	496	7	0	1	496	1	496	0.0	1007
I5593_10990	ACX60_11060	98.253	229	4	0	1	229	1	229	5.13e-167	456
I5593_10995	ACX60_11065	98.413	126	2	0	2	127	18	143	6.09e-87	246
I5593_11000	ACX60_11070	99.003	301	3	0	1	301	1	301	0.0	613
I5593_11005	ACX60_11075	97.115	208	6	0	1	208	1	208	4.25e-151	414
I5593_11010	ACX60_11080	99.301	286	2	0	1	286	1	286	0.0	593
I5593_11015	ACX60_11085	99.346	306	2	0	1	306	1	306	0.0	632
I5593_11020	ACX60_11090	97.959	245	5	0	1	245	1	245	3.39e-176	481
I5593_11025	ACX60_11095	96.450	169	6	0	1	169	1	169	1.67e-123	341
I5593_11030	ACX60_11100	98.697	307	4	0	7	313	1	307	0.0	622
I5593_11035	ACX60_11105	99.677	310	1	0	1	310	1	310	0.0	636
I5593_11040	ACX60_11110	98.622	653	9	0	1	653	1	653	0.0	1316
I5593_11045	ACX60_11115	96.698	212	7	0	1	212	1	212	1.67e-152	418
I5593_11050	ACX60_11120	98.071	311	6	0	1	311	1	311	0.0	629
I5593_11060	ACX60_11125	99.306	288	2	0	1	288	1	288	0.0	580
I5593_11065	ACX60_11130	99.650	286	1	0	1	286	1	286	0.0	582
I5593_11070	ACX60_11135	99.177	243	2	0	1	243	1	243	6.23e-180	490
I5593_11075	ACX60_11140	99.545	220	1	0	1	220	1	220	4.10e-161	441
I5593_11080	ACX60_11145	98.104	211	4	0	1	211	9	219	9.52e-149	409
I5593_11090	ACX60_11150	100.000	94	0	0	1	94	1	94	2.78e-68	196
I5593_11095	ACX60_11155	99.373	319	2	0	1	319	1	319	0.0	653
I5593_11100	ACX60_11160	98.012	1157	20	1	1	1157	1	1154	0.0	2323
I5593_11105	ACX60_11165	99.257	538	4	0	1	538	1	538	0.0	1085
I5593_11110	ACX60_11170	100.000	151	0	0	1	151	1	151	1.06e-108	302
I5593_11115	ACX60_11175	97.044	203	6	0	1	203	1	203	8.71e-142	390
I5593_11120	ACX60_11180	99.015	203	2	0	1	203	1	203	1.75e-150	412
I5593_11125	ACX60_11185	100.000	78	0	0	1	78	1	78	1.06e-56	165
I5593_11130	ACX60_11190	98.297	411	5	2	1	409	1	411	0.0	627
I5593_11135	ACX60_11195	100.000	137	0	0	1	137	1	137	5.47e-97	272
I5593_11140	ACX60_11200	100.000	292	0	0	1	292	1	292	0.0	600
I5593_11145	ACX60_11205	99.579	713	2	1	3	715	1	712	0.0	1465
I5593_11150	ACX60_11210	98.934	469	5	0	1	469	1	469	0.0	956
I5593_11155	ACX60_11215	100.000	159	0	0	1	159	1	159	1.13e-116	323
I5593_11160	ACX60_11220	100.000	73	0	0	1	73	1	73	1.49e-34	109
I5593_11165	ACX60_11225	100.000	105	0	0	1	105	1	105	4.76e-76	216
I5593_11170	ACX60_11230	100.000	73	0	0	1	73	1	73	1.19e-51	152
I5593_11175	ACX60_11235	99.296	142	1	0	1	142	1	142	3.04e-100	280
I5593_11180	ACX60_11240	100.000	47	0	0	1	47	1	47	1.03e-30	97.8
I5593_11185	ACX60_11245	100.000	71	0	0	26	96	1	71	8.99e-51	151
I5593_11190	ACX60_11250	97.674	301	7	0	1	301	1	301	0.0	607
I5593_11195	ACX60_11255	97.573	412	10	0	1	412	1	412	0.0	827
I5593_11200	ACX60_11260	97.892	427	9	0	1	427	2	428	0.0	872
I5593_11205	ACX60_11265	97.309	223	6	0	1	223	1	223	1.28e-163	447
I5593_11210	ACX60_11270	100.000	564	0	0	1	564	1	564	0.0	1183
I5593_11215	ACX60_11275	98.985	197	2	0	1	197	9	205	3.03e-146	401
I5593_11220	ACX60_11280	99.744	390	1	0	1	390	1	390	0.0	803
I5593_11225	ACX60_11285	99.812	533	1	0	1	533	1	533	0.0	1100
I5593_11230	ACX60_11290	99.625	267	1	0	1	267	1	267	0.0	549
I5593_11235	ACX60_11295	98.492	663	10	0	1	663	1	663	0.0	1352
I5593_11240	ACX60_11300	99.333	300	2	0	1	300	1	300	0.0	622
I5593_11245	ACX60_11305	99.681	313	1	0	1	313	1	313	0.0	651
I5593_11250	ACX60_11310	99.741	1160	3	0	1	1160	1	1160	0.0	2392
I5593_11255	ACX60_11315	98.502	267	4	0	1	267	1	267	0.0	550
I5593_11260	ACX60_03080	70.500	600	177	0	1	600	1	600	0.0	910
I5593_11265	ACX60_05010	52.778	144	67	1	6	148	1	144	2.40e-50	155
I5593_11270	ACX60_15305	37.306	386	236	4	14	397	10	391	2.19e-79	247
I5593_11275	ACX60_10665	31.087	460	270	14	1	438	9	443	1.35e-58	195
I5593_11280	ACX60_08580	68.692	214	67	0	1	214	1	214	1.64e-113	320
I5593_11285	ACX60_08370	71.233	219	63	0	1	219	1	219	4.47e-115	325
I5593_11290	ACX60_14780	51.276	431	195	5	4	425	14	438	4.92e-156	445
I5593_11295	ACX60_06825	39.733	375	221	3	4	378	6	375	7.95e-94	283
I5593_11300	ACX60_11455	42.126	254	147	0	9	262	4	257	1.73e-71	217
I5593_11305	ACX60_13540	29.876	241	149	5	13	247	18	244	1.84e-32	116
I5593_11310	ACX60_11445	38.614	505	274	9	8	496	11	495	1.96e-106	324
I5593_11315	ACX60_11440	55.198	404	176	4	1	401	1	402	5.61e-155	440
I5593_11320	ACX60_11370	24.188	277	188	6	8	276	9	271	2.16e-14	68.2
I5593_11325	ACX60_15305	41.775	383	219	4	9	390	12	391	4.51e-94	284
I5593_11330	ACX60_05105	24.642	349	206	13	11	313	9	346	7.07e-10	56.2
I5593_11335	ACX60_04830	39.844	256	143	4	17	264	10	262	1.88e-55	176
I5593_11340	ACX60_13660	24.345	267	178	7	26	276	7	265	9.58e-21	86.3
I5593_11345	ACX60_14775	68.069	404	129	0	1	404	1	404	0.0	579
I5593_11350	ACX60_17550	41.223	376	217	3	5	378	2	375	1.25e-90	274
I5593_11355	ACX60_14780	63.942	416	141	2	10	416	24	439	0.0	551
I5593_11360	ACX60_11325	99.631	271	1	0	1	271	1	271	0.0	557
I5593_11365	ACX60_11330	97.638	381	9	0	14	394	1	381	0.0	778
I5593_11370	ACX60_11335	95.833	384	16	0	1	384	1	384	0.0	764
I5593_11375	ACX60_11340	98.243	569	10	0	1	569	1	569	0.0	1134
I5593_11380	ACX60_11345	96.500	400	14	0	1	400	1	400	0.0	793
I5593_11385	ACX60_11350	97.681	345	8	0	1	345	1	345	0.0	692
I5593_11390	ACX60_11355	99.583	240	1	0	1	240	1	240	0.0	497
I5593_11395	ACX60_11365	98.267	404	7	0	1	404	1	404	0.0	822
I5593_11400	ACX60_11370	99.262	271	2	0	1	271	1	271	0.0	560
I5593_11405	ACX60_11375	97.980	198	4	0	1	198	1	198	1.98e-144	397
I5593_11410	ACX60_11380	97.674	301	7	0	1	301	1	301	0.0	604
I5593_11415	ACX60_05870	45.669	127	68	1	1	126	1	127	1.64e-37	120
I5593_11420	ACX60_14105	56.159	479	210	0	3	481	4	482	0.0	575
I5593_11425	ACX60_14135	41.667	396	222	6	1	389	1	394	2.50e-100	300
I5593_11430	ACX60_10615	31.130	469	305	8	1	458	1	462	2.03e-73	236
I5593_11440	ACX60_13745	39.959	483	276	7	6	479	8	485	1.60e-115	346
I5593_11445	ACX60_00920	25.460	326	179	15	22	314	34	328	7.57e-12	62.4
I5593_11450	ACX60_08540	46.939	147	78	0	12	158	16	162	1.95e-40	140
I5593_11455	ACX60_13615	28.625	269	174	8	4	262	14	274	6.84e-22	89.0
I5593_11465	ACX60_11535	26.368	201	136	4	11	207	16	208	8.61e-16	70.5
I5593_11475	ACX60_11385	96.842	190	6	0	1	190	1	190	2.02e-132	365
I5593_11480	ACX60_11390	99.112	338	3	0	1	338	17	354	0.0	692
I5593_11485	ACX60_13535	39.578	427	254	3	12	437	10	433	2.79e-110	328
I5593_11490	ACX60_11300	32.770	296	198	1	5	299	2	297	2.36e-60	191
I5593_11495	ACX60_14775	30.864	405	265	6	4	396	3	404	6.23e-60	196
I5593_11500	ACX60_00145	28.467	274	196	0	9	282	2	275	1.80e-38	134
I5593_11510	ACX60_09755	29.675	246	144	3	72	289	62	306	2.70e-34	124
I5593_11515	ACX60_11395	97.596	208	5	0	1	208	1	208	1.21e-148	408
I5593_11520	ACX60_11400	96.000	200	8	0	1	200	1	200	9.69e-145	397
I5593_11535	ACX60_17670	30.288	208	135	4	5	205	26	230	1.17e-19	80.5
I5593_11550	ACX60_11420	99.213	127	1	0	1	127	1	127	4.71e-94	263
I5593_11555	ACX60_11425	97.015	201	6	0	1	201	1	201	5.15e-149	409
I5593_11560	ACX60_11430	100.000	319	0	0	3	321	1	319	0.0	657
I5593_11565	ACX60_11435	99.534	429	2	0	1	429	1	429	0.0	884
I5593_11570	ACX60_11440	99.005	402	4	0	1	402	1	402	0.0	818
I5593_11575	ACX60_11445	99.609	512	2	0	1	512	1	512	0.0	1060
I5593_11580	ACX60_11450	98.859	263	3	0	1	263	1	263	0.0	541
I5593_11585	ACX60_11455	98.054	257	5	0	1	257	1	257	0.0	519
I5593_11590	ACX60_11460	99.717	353	1	0	1	353	1	353	0.0	733
I5593_11595	ACX60_11465	99.398	166	1	0	1	166	1	166	2.89e-125	345
I5593_11600	ACX60_11470	99.203	251	2	0	1	251	1	251	0.0	515
I5593_11605	ACX60_11475	100.000	96	0	0	1	96	1	96	3.09e-70	201
I5593_11610	ACX60_11480	99.679	312	1	0	1	312	1	312	0.0	654
I5593_11615	ACX60_11485	99.286	700	5	0	1	700	1	700	0.0	1441
I5593_11620	ACX60_11490	97.603	459	11	0	1	459	1	459	0.0	932
I5593_11625	ACX60_11495	99.809	523	1	0	1	523	1	523	0.0	1034
I5593_11630	ACX60_11500	99.240	526	4	0	1	526	1	526	0.0	1058
I5593_11635	ACX60_11505	100.000	429	0	0	1	429	1	429	0.0	863
I5593_11645	ACX60_11515	98.333	420	7	0	1	420	1	420	0.0	847
I5593_11650	ACX60_11520	98.684	76	1	0	1	76	1	76	3.08e-51	151
I5593_11655	ACX60_11525	96.458	367	13	0	1	367	1	367	0.0	736
I5593_11660	ACX60_11530	99.355	310	2	0	1	310	1	310	0.0	642
I5593_11665	ACX60_11535	99.559	227	1	0	1	227	1	227	8.07e-171	466
I5593_11670	ACX60_11540	100.000	302	0	0	1	302	1	302	0.0	594
I5593_11675	ACX60_11545	99.357	311	2	0	1	311	1	311	0.0	642
I5593_11680	ACX60_11550	100.000	144	0	0	1	144	1	144	7.08e-108	300
I5593_11685	ACX60_11555	100.000	150	0	0	1	150	1	150	1.35e-110	307
I5593_11690	ACX60_11560	100.000	95	0	0	1	95	1	95	8.89e-70	199
I5593_11695	ACX60_11565	99.471	189	1	0	31	219	1	189	6.72e-143	393
I5593_11700	ACX60_11570	98.013	151	3	0	1	151	2	152	4.11e-112	311
I5593_11705	ACX60_11575	98.442	385	6	0	1	385	1	385	0.0	792
I5593_11710	ACX60_11580	98.469	392	6	0	1	392	1	392	0.0	756
I5593_11715	ACX60_11585	98.750	160	2	0	1	160	1	160	5.86e-120	332
I5593_11720	ACX60_11590	98.605	215	3	0	1	215	8	222	2.44e-155	426
I5593_11725	ACX60_11595	99.647	283	1	0	1	283	1	283	0.0	573
I5593_11730	ACX60_11600	100.000	317	0	0	1	317	1	317	0.0	659
I5593_11735	ACX60_11605	99.500	200	1	0	1	200	1	200	6.48e-143	393
I5593_11740	ACX60_11610	100.000	268	0	0	1	268	1	268	0.0	545
I5593_11745	ACX60_11615	99.559	454	2	0	1	454	1	454	0.0	927
I5593_11750	ACX60_11620	99.452	365	1	1	1	364	1	365	0.0	748
I5593_11755	ACX60_11625	99.439	892	5	0	2	893	1	892	0.0	1807
I5593_11760	ACX60_11630	100.000	87	0	0	1	87	1	87	2.16e-60	175
I5593_11765	ACX60_11635	99.216	255	2	0	1	255	1	255	0.0	516
I5593_11770	ACX60_11640	99.687	319	1	0	1	319	1	319	0.0	655
I5593_11775	ACX60_11645	99.765	1274	3	0	1	1274	1	1274	0.0	2620
I5593_11780	ACX60_11650	96.170	470	18	0	1	470	1	470	0.0	922
I5593_11785	ACX60_11655	95.482	332	15	0	1	332	1	332	0.0	659
I5593_11790	ACX60_11660	99.668	603	2	0	1	603	1	603	0.0	1231
